Title,Conference
Cat Shit One: the animated series.,SIGGRAPH
Tree-structured linear-phase Nyquist FIR filter interpolators and decimators.,ISCAS
Evita raced: metacompilation for declarative networks.,VLDB
True Correlated Double Sampling and Comparator Design for Time-based Image Sensors.,ISCAS
Demonstration of the TrajStore System.,VLDB
Service Capacity of Peer to Peer Networks.,INFOCOM
An OAI Approach to Sharing Subject Gateway Content.,WWW
On Representing Incomplete Information in a Relational Data Base,VLDB
Web projections: learning from contextual subgraphs of the web.,WWW
Exploring the cloud from passive measurements: The Amazon AWS case.,INFOCOM
Multi-Layer Perceptron including glial pulse and switching between learning and non-learning.,ISCAS
Information Systems Design Approach Integrating Data and Transactions,VLDB
Feline: Fast Elliptical Lines for Anisotropic Texture Mapping.,SIGGRAPH
Memory-efficient scalable video encoder architecture for multi-source digital home environment.,ISCAS
Privacy-Aware Mobile Services over Road Networks.,VLDB
Synthesis of Polynomial-based Nonlinear Device and Harmonic Shifting Technique for Virtual Bass System.,ISCAS
On the Distributions of the Relative Phase of Complex Wavelet Coefficients.,ISCAS
Network equilibrium of heterogeneous congestion control protocols.,INFOCOM
An autostereoscopic display.,SIGGRAPH
Beyond triangles: gigavoxels effects in video games.,SIGGRAPH
"From ""Think Like a Vertex"" to ""Think Like a Graph"".",VLDB
Deploying Mesh Nodes under Non-Uniform Propagation.,INFOCOM
The stereoscopic conversion pipeline for John Carter.,SIGGRAPH
Real-Time Databases (Panel).,VLDB
Epidemiological Modelling of Peer-to-Peer Viruses and Pollution.,INFOCOM
Improving ReduceTask data locality for sequential MapReduce jobs.,INFOCOM
Lip synchronization by acoustic inversion.,SIGGRAPH
Understanding user spatial behaviors for location-based recommendations.,WWW
A CMOS image sensor with spiking pixels for retinal stimulation.,ISCAS
On the throughput scaling of Cognitive Radio ad hoc networks.,INFOCOM
Surface: a film from underneath.,SIGGRAPH
Design of hybrid continuous-time discrete-time delta-sigma modulators.,ISCAS
Symmetry-aware analog layout placement design handling substrate-sharing constraints.,ISCAS
Architecture and algorithms for an IEEE 802.11-based multi-channel wireless mesh network.,INFOCOM
Heavenly appeals.,SIGGRAPH
Data Reuse method between Heterogeneous Partitions (DRHP) in H.264/AVC motion compensator.,ISCAS
A highly efficient method for extracting FSMs from flattened gate-level netlist.,ISCAS
An Object-based Approach to Plenoptic Video Processing.,ISCAS
A comparative web browser (CWB) for browsing and comparing web pages.,WWW
A framework of spatio-temporal analysis for video surveillance.,ISCAS
Low Fixed Pattern Noise Current-mode Imager Using Velocity Saturated Readout Transistors.,ISCAS
MLC STT-RAM design considering probabilistic and asymmetric MTJ switching.,ISCAS
Localized Statistical 3D Thermal Analysis Considering Electro-Thermal Coupling.,ISCAS
Joint relevance and freshness learning from clickthroughs for news search.,WWW
Measuring Availability in the Domain Name System.,INFOCOM
Geographical topic discovery and comparison.,WWW
A pilot study of cyber security and privacy related behavior and personality traits.,WWW
An Energy-efficient Reconfigurable Viterbi Decoder on a Programmable Multiprocessor.,ISCAS
A Lightweight Approach to Semantic Tagging.,WWW
Indexing the Earth Mover's Distance Using Normal Distributions.,VLDB
On the modeling and the stability of continuous-time Sigma-Delta-Modulators.,ISCAS
A high speed IC Random Number Generator based on phase noise in ring oscillators.,ISCAS
TURNUS: A design exploration framework for dataflow system design.,ISCAS
A high speed configurable FPGA architecture for k-mean clustering.,ISCAS
The Internet Dark Matter - on the Missing Links in the AS Connectivity Map.,INFOCOM
Empirical Evaluation of Techniques for Measuring Available Bandwidth.,INFOCOM
Incremetal Spatio-Temporal Feature Extraction and Retrieval for Large Video Database.,ISCAS
Advanced Peer Clustering and Firework Query Model in the Peer-to-Peer Network.,WWW
Novel VLSI implementation of Peano-Hilbert curve address generator.,ISCAS
Feasibility study of FPGA-based equalizer for 112-Gbit/s optical fiber receivers.,ISCAS
Near Optimal Multicriteria Spanner Constructions in Wireless Ad-Hoc Networks.,INFOCOM
A Novel Zero Dynamics Design Method and its Application to Hydraulic Turbine Governor.,ISCAS
Adaptive channel equalization: A simplified approach using the quantized-LMF algorithm.,ISCAS
Sybil Attacks Against Mobile Users: Friends and Foes to the Rescue.,INFOCOM
Hardness and Approximation of the Survivable Multi-Level Fat Tree Problem.,INFOCOM
SnoopyTagging: recommending contextualized tags to increase the quality and quantity of meta-information.,WWW
How Bad is Suboptimal Rate Allocation?,INFOCOM
Universal embedded compression engine for LCD TV system-on-a-chip with Band-Expansion Progressive Wavelet Coding.,ISCAS
Lightweight Mutual Authentication and Ownership Transfer for RFID Systems.,INFOCOM
Poisson AER generator: inter-spike-intervals analysis.,ISCAS
A high resolution and high accuracy R-2R DAC based on ordered element matching.,ISCAS
Features of memristor emulator-based artificial neural synapses.,ISCAS
Designing Information-Preserving Mapping Schemes for XML.,VLDB
Active bandpass filter using transformer feedback in 0.18-&micro;m CMOS for 802.11a wireless LAN.,ISCAS
Learning to detect phishing emails.,WWW
Experimental results on wideband spectrum sensing using random sampling ADC in 90nm CMOS.,ISCAS
Computer graphics achievement award: Przemyslaw Prusinkiewicz.,SIGGRAPH
Hardware implementation of the double-tree scan architecture.,ISCAS
An efficient distributed algorithm for resource allocation in large-scale coupled systems.,INFOCOM
A Hall sensor microsystem with continuous gain calibration using fully integrated references.,ISCAS
A skip-list approach for efficiently processing forecasting queries.,VLDB
Effective modeling of CT functions for fast simulations using MATLAB-Simulink and VHDLAMS applied to Sigma-Delta architectures.,ISCAS
Bargaining towards maximized resource utilization in video streaming datacenters.,INFOCOM
Limiting Sybil Attacks in Structured P2P Networks.,INFOCOM
On the Impact of Mobility on Multicast Capacity of Wireless Networks.,INFOCOM
Location and the web (LocWeb 2008).,WWW
Emergence of equilibria from individual strategies in online content diffusion.,INFOCOM
Sigma delta ADC with a dynamic reference for accurate temperature and voltage sensing.,ISCAS
Context-aware image semantic extraction in the social web.,WWW
Statistical Databases.,VLDB
Border Games in Cellular Networks.,INFOCOM
PLASMA: A new routing paradigm for wireless multihop networks.,INFOCOM
Towards Graph Containment Search and Indexing.,VLDB
Issues in Distributed Database Management Systems: A Technical Overview.,VLDB
A 20-MS/s sigma delta modulator for 802.11a applications.,ISCAS
VRML: Prelude and Future (Panel).,SIGGRAPH
Super-resolution technique for thermography with dual-camera system.,ISCAS
XBenchMatch: a Benchmark for XML Schema Matching Tools.,VLDB
Knowledge continuous integration process (K-CIP).,WWW
Bare hand interaction in tabletop augmented reality.,SIGGRAPH
"Full-Coverage and k-Connectivity (k=14, 6) Three Dimensional Networks.",INFOCOM
Design of a step-up dc-dc converter with on-chip coupled inductors.,ISCAS
Curve-to-curve associations in spline-based inbetweening and sweeping.,SIGGRAPH
Front-end amplifier of low-noise and tunable BW/gain for portable biomedical signal acquisition.,ISCAS
Assessing the Vulnerability of the Fiber Infrastructure to Disasters.,INFOCOM
A multiparametric biosensor array for on-chip cell culture with feedback controlled microfluidics.,ISCAS
Predictive Load Control for Flexible Buffer Allocation.,VLDB
A novel refractometer architecture.,ISCAS
Non-uniform Recursive Subdivision Surfaces.,SIGGRAPH
An Adaptive Hybrid Server Architecture for Client Caching ODBMSs.,VLDB
Design of robust H<sup>&#8734;</sup> Filters for markovian jump systems with time-varying delays and parametric uncertainties.,ISCAS
Novel low complexity lattice filters with overflow property close to the normalized lattice.,ISCAS
Compound noise analysis in digital circuits using blind source separation.,ISCAS
Expertise networks in online communities: structure and algorithms.,WWW
Clustering in cooperative networks.,INFOCOM
A new WiMAX sigma-delta modulator with constant-Q active inductors.,ISCAS
"A 0.01%THD, 70dB PSRR Single Ended Class D using Variable Hysteresis Control for Headphone Amplifiers.",ISCAS
LOGML - XML Language for Web Usage Mining.,WWW
Stack memory design for a low-cost instruction folding Java processor.,ISCAS
Pixel-Level Image Fusion Scheme based on Linear Algebra.,ISCAS
Watermarking in Conjugate Ordered Dither Block Truncation Coding Images.,ISCAS
Scalable IP Lookup for Programmable Routers.,INFOCOM
Multi-VPN Optimization for Scalable Routing via Relaying.,INFOCOM
Random Sampling from B+ Trees.,VLDB
Are Web Services the Next Revolution in e-Commerce? (Panel).,VLDB
The Nonlinear Class-E Amplifier: A Case Study of Harmonic Balance Applied to Switched Circuits.,ISCAS
A Mechanism for Managing the Buffer Pool in a Relational Database System Using the Hot Set Model.,VLDB
On the Use of Destination Set Grouping to Improve Inter-Receiver Fairness for Multicast ABR Sessions.,INFOCOM
Quality Views: Capturing and Exploiting the User Perspective on Data Quality.,VLDB
A Network Measurement Architecture for Adaptive Applications.,INFOCOM
Effective early termination using adaptive search order for frame rate up-conversion.,ISCAS
Two years of short URLs internet measurement: security threats and countermeasures.,WWW
Scalable Cycle-Breaking Algorithms for Gigabit Ethernet Backbones.,INFOCOM
Opportunistic Routing with Congestion Diversity in Wireless Multi-hop Networks.,INFOCOM
A low-voltage low-noise DC-DC flyback converter with delta-sigma modulation.,ISCAS
Experimental validation of a novel adaptive controller for piecewise affine systems.,ISCAS
L-shaped segmentations in motion-compensated prediction of H.264.,ISCAS
IP Fast ReRoute: Lightweight Not-Via without Additional Addresses.,INFOCOM
Adapting databases and WebDAV protocol.,WWW
A robust PRML read channel with digital timing recovery for multi-format optical disc.,ISCAS
Design considerations and experimental results of continuously-tuned reconfigurable CMOS LNAs.,ISCAS
Complex Network Measurements: Estimating the Relevance of Observed Properties.,INFOCOM
On Multi-Column Foreign Key Discovery.,VLDB
Auditory speech processing for scale-shift covariance and its evaluation in automatic speech recognition.,ISCAS
A scripting language for Digital Content Creation applications.,SIGGRAPH
A Framework for Optimal Battery Management for Wireless Nodes.,INFOCOM
Computation of unstable limit cycles in large-scale power system models.,ISCAS
A novel CMOS current mode fully differential tanh (x) implementation.,ISCAS
11 GHz UGBW Op-amp with feed-forward compensation technique.,ISCAS
Capacitor scaling for low-power design of cyclic analog-to-digital converters.,ISCAS
Improved Wideband Blind Adaptive System Identification Using Decorrelation Filters for the Localization of Multiple Speakers.,ISCAS
System Co-Design and Data Management for Flash Devices.,VLDB
Multimode digital SMPS controller IC for low-power management.,ISCAS
A Dynamic Frame Sizing Algorithm for CICQ Switches with 100% Throughput.,INFOCOM
Estimating fluid simulation parameters from videos.,SIGGRAPH
A novel high-speed and low-power negative voltage level shifter for low voltage applications.,ISCAS
Design and analysis of skewed-distribution scan chain partition for improved test data compression.,ISCAS
Per-Flow Queueing by Dynamic Queue Sharing.,INFOCOM
IP fast ReRoute: Loop Free Alternates revisited.,INFOCOM
FingerSight&amp;trade;: fingertip control and haptic sensing of the visual environment.,SIGGRAPH
